States/UTs,Crime Head,Year,Cases pending investigation from previous year,Cases reported Under 156_3 during the year,Cases reported in Police Stations during the year,Cases reported during the year,No of victims in the registered cases,No of cases withdrawn by the Govt during investigation,Cases not investigated Under 157_1_b CRPC,Cases transferred to other Police Station or Magistrate,Cases ended as final report false,Cases ended as mistake of fact or of law,Cases in ended as final report as Non Cognizable Submitted,Cases Chargesheeted Out of Cases During the Year,Cases Chargesheeted Out of Cases from Previous Year,Cases Chargesheeted,Cases Not Chargesheeted but final report Submitted,Total cases Investigated,Cases pending investigation at the end of the year,Cases pending trial from the previous year,Cases sent for trial during the year,Cases withdrawn by the Govt,Cases disposed off by Plea Bargaining,Cases for Trial during the year,Cases compounded or withdrawn,Cases in which trials were completed,Cases  convicted Out of Cases During the Year,Cases  convicted Out of Cases from Previous Year,Cases convicted,Cases Acquitted Out of Cases During the Year,Cases Acquitted Out of Cases from Previous Year,Cases Acquitted or Discharged,Cases Pending Trial at the end of the year,Persons in custody during inv stage at beginning of Year_Male,Persons in custody during inv stage at beginning of Year_Female,Persons in custody during inv stage at beginning of Year_Total,Persons on bail during inv stage at beginning of Year_Male,Persons on bail during inv stage at beginning of Year_Female,Persons on bail during inv stage at beginning of Year_Total,Persons arrested during the year_Male,Persons arrested during the year_Female,Persons arrested during the year_Total,Persons released or freed before trial for want of evidence_Male,Persons released or freed before trial for want of evidence_Fem,Persons released or freed before trial for want of evidence_Tot,Persons in custody during inv stage at year end_Male,Persons in custody during inv stage at year end_Female,Persons in custody during inv stage at year end_Total,Persons on Bail during inv stage at year end_Male,Persons on Bail during inv stage at Year end_Female,Persons on Bail during inv stage at year end_Total,Persons charge sheeted_Male,Persons charge sheeted_Female,Persons charge sheeted_Total,Persons in custody during trial stage at begin of year_Male,Persons in custody during trial stage at begin of year_Female,Persons in custody during trial stage at begin of year_Total,Persons on Bail during trial stage at begin of year_Male,Persons on Bail during trial stage at begin of year_Female,Persons on Bail during trial stage at begin of year_Total,Total number of persons under Trial_Male,Total number of persons under Trial_Female,Total number of persons under Trial_Total,Persons against whom cases were compounded by Courts_Male,Persons against whom cases were compounded by Courts_Female,Persons against whom cases were compounded by Courts_Total,Persons against whom cases were withdrawn_Male,Persons against whom cases were withdrawn_Female,Persons against whom cases were withdrawn_Total,Persons in custody during trial stage at Year end_Male,Persons in custody during trial stage at Year end_Female,Persons in custody during trial stage at Year end_Total,Persons on bail during trial stage at Year End_Male,Persons on bail during trial stage at Year End_Female,Persons on bail during trial stage at Year End_Total,Persons whose cases trials were completed during the year_Male,Persons whose cases trials were completed during the year_Female,Persons whose cases trials were completed during the year_Total,Persons convicted_Male,Persons convicted_Female,Persons convicted_Total,Persons acquitted_Male,Persons acquitted_Female,Persons acquitted_Total,Persons Discharged by Court_Male,Persons Discharged by Court_Female,Persons Discharged by Court_Total
Arunachal Pradesh,3.5 - Kidnapping & Abduction of Women-Other,2014,21,0,44,44,58,0,0,0,0,0,0,18,9,27,15,42,23,7,27,0,0,34,0,0,0,0,0,0,0,0,34,20,0,20,12,0,12,44,6,50,0,0,0,2,0,2,39,3,42,35,3,38,0,0,0,25,0,25,60,3,63,1,0,1,2,0,2,2,0,2,55,3,58,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,4 - Dowry Deaths (Section 304-B IPC),2014,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),2014,66,0,121,121,130,0,0,0,0,0,0,70,21,91,10,101,86,466,91,0,0,557,2,6,1,4,5,0,1,1,549,6,0,6,26,0,26,151,13,164,0,0,0,3,0,3,64,8,72,116,5,121,3,0,3,493,8,501,612,13,625,0,0,0,0,0,0,3,0,3,601,13,614,8,0,8,7,0,7,1,0,1,0,0,0
Arunachal Pradesh,5.1 - Sexual Harassment,2014,0,0,21,21,21,0,0,0,0,0,0,16,0,16,0,16,5,0,16,0,0,16,0,2,1,0,1,0,1,1,14,0,0,0,0,0,0,27,0,27,0,0,0,3,0,3,1,0,1,23,0,23,0,0,0,0,0,0,23,0,23,0,0,0,0,0,0,2,0,2,19,0,19,2,0,2,1,0,1,1,0,1,0,0,0
Arunachal Pradesh,5.2 - Assault on women with intent to Disrobe,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,5.3 - Voyeurism,2014,0,0,6,6,6,0,0,0,0,0,0,4,0,4,1,5,1,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,1,0,1,5,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,5.4 - Stalking,2014,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,5.5 - Others,2014,66,0,93,93,102,0,0,0,0,0,0,49,21,70,9,79,80,466,70,0,0,536,2,4,0,4,4,0,0,0,530,6,0,6,26,0,26,117,13,130,0,0,0,0,0,0,62,8,70,87,5,92,3,0,3,493,8,501,583,13,596,0,0,0,0,0,0,1,0,1,576,13,589,6,0,6,6,0,6,0,0,0,0,0,0
Arunachal Pradesh,6 - Insult to the Modesty of Women_Total (Section 509 IPC),2014,0,0,3,3,3,0,0,0,0,0,0,1,0,1,0,1,2,25,1,0,0,26,0,0,0,0,0,0,0,0,26,0,0,0,6,0,6,3,0,3,0,0,0,0,0,0,7,0,7,2,0,2,0,0,0,37,0,37,39,0,39,0,0,0,0,0,0,0,0,0,39,0,39,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,6.1 - At Office premises,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,6.2 - Other places related to work,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,6.3 - In Public Transport system,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,6.4 - in Other Places,2014,0,0,3,3,3,0,0,0,0,0,0,1,0,1,0,1,2,25,1,0,0,26,0,0,0,0,0,0,0,0,26,0,0,0,6,0,6,3,0,3,0,0,0,0,0,0,7,0,7,2,0,2,0,0,0,37,0,37,39,0,39,0,0,0,0,0,0,0,0,0,39,0,39,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,7 - Cruelty by Husband or his Relatives (Section 498A),2014,19,0,42,42,42,0,0,1,0,0,0,23,7,30,1,31,29,118,30,0,0,148,0,0,0,0,0,0,0,0,148,0,0,0,17,0,17,40,4,44,0,0,0,1,0,1,26,3,29,30,1,31,0,0,0,102,0,102,132,1,133,0,0,0,0,0,0,0,0,0,132,1,133,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,8 - Importation of Girls from Foreign Country (Section 366B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,9 - Abetment of Suicides of Women u/s 306 IPC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,"10 - Dowry Prohibition Act, 1961",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,"11 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,12 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,"13 - Protection of Women from Domestic Violence Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,14 - Immoral Traffic (Prevention) Act (Women Cases only),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,14.1 - Under ITP Section 5,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,14.2 - Under ITP Section 6,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,14.3 - Under ITP Section 7,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,14.4 - Under ITP Section 8,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,14.5 - Other Sections under ITP Act,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,15 - Total Crimes against Women,2014,162,0,351,351,376,0,0,2,0,0,0,180,61,241,57,298,213,1356,241,0,0,1597,3,14,2,7,9,0,5,5,1580,33,0,33,141,4,145,366,31,397,8,1,9,16,0,16,219,16,235,297,18,315,17,0,17,1575,8,1583,1889,26,1915,1,0,1,3,0,3,45,0,45,1823,26,1849,17,0,17,12,0,12,5,0,5,0,0,0
Assam,1 - Rape (Section 376 IPC),2014,3277,45,1935,1980,2047,0,0,0,38,24,0,708,660,1368,651,2081,3176,6078,1368,0,0,7446,0,829,69,101,170,179,480,659,6617,494,0,494,1212,0,1212,3673,0,3673,674,0,674,688,0,688,2488,0,2488,1529,0,1529,916,0,916,5063,0,5063,7508,0,7508,0,0,0,0,0,0,1256,0,1256,5378,0,5378,874,0,874,176,0,176,698,0,698,0,0,0
Assam,1.1 - Custodial Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,1.1.1 - Custodial_Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,1.1.2 - Custodial_Other Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,1.2 - Rape other than Custodial,2014,3277,45,1935,1980,2047,0,0,0,38,24,0,708,660,1368,651,2081,3176,6078,1368,0,0,7446,0,829,69,101,170,179,480,659,6617,494,0,494,1212,0,1212,3673,0,3673,674,0,674,688,0,688,2488,0,2488,1529,0,1529,916,0,916,5063,0,5063,7508,0,7508,0,0,0,0,0,0,1256,0,1256,5378,0,5378,874,0,874,176,0,176,698,0,698,0,0,0
Assam,1.2.1 - Rape_Gang Rape,2014,0,0,23,23,23,0,0,0,2,0,0,9,0,9,5,16,7,0,9,0,0,9,0,3,3,0,3,0,0,0,6,0,0,0,0,0,0,46,0,46,30,0,30,3,0,3,4,0,4,9,0,9,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,2,0,2,4,0,4,3,0,3,3,0,3,0,0,0,0,0,0
Assam,1.2.2 - Rape_Others,2014,3277,45,1912,1957,2024,0,0,0,36,24,0,699,660,1359,646,2065,3169,6078,1359,0,0,7437,0,826,66,101,167,179,480,659,6611,494,0,494,1212,0,1212,3627,0,3627,644,0,644,685,0,685,2484,0,2484,1520,0,1520,916,0,916,5063,0,5063,7499,0,7499,0,0,0,0,0,0,1254,0,1254,5374,0,5374,871,0,871,173,0,173,698,0,698,0,0,0
Assam,2 - Attempt to commit Rape (Section 376 & 511 IPC),2014,0,15,212,227,227,0,0,0,3,2,0,77,0,77,35,117,110,0,77,0,0,77,0,29,16,1,17,12,0,12,48,0,0,0,0,0,0,227,0,227,40,0,40,28,0,28,82,0,82,77,0,77,0,0,0,0,0,0,77,0,77,0,0,0,0,0,0,11,0,11,37,0,37,29,0,29,17,0,17,12,0,12,0,0,0
Assam,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",2014,5752,72,3823,3895,3895,11,0,0,98,140,0,732,619,1351,1660,3249,6387,4608,1351,0,0,5959,0,723,44,49,93,260,370,630,5236,637,0,637,2544,0,2544,6587,0,6587,1923,0,1923,1240,0,1240,5147,0,5147,1458,0,1458,468,1,469,4380,0,4380,6306,1,6307,0,0,0,0,0,0,475,1,476,4760,0,4760,1071,0,1071,100,0,100,971,0,971,0,0,0
Assam,3.1 - Kidnaping & Abduction Section 363 IPC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,2014,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,3.3 - Kidnapping for Ransom Section 364A,2014,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,3.4 - Kidnapping & Abduction of Women to compel her for marriage,2014,5752,72,3811,3883,3883,11,0,0,98,140,0,730,618,1348,1658,3244,6380,4607,1348,0,0,5955,0,722,44,49,93,259,370,629,5233,632,0,632,2543,0,2543,6583,0,6583,1923,0,1923,1237,0,1237,5143,0,5143,1455,0,1455,466,0,466,4380,0,4380,6301,0,6301,0,0,0,0,0,0,474,0,474,4759,0,4759,1068,0,1068,100,0,100,968,0,968,0,0,0
Assam,3.5 - Kidnapping & Abduction of Women-Other,2014,0,0,8,8,8,0,0,0,0,0,0,2,1,3,2,5,3,1,3,0,0,4,0,1,0,0,0,1,0,1,3,5,0,5,1,0,1,0,0,0,0,0,0,2,0,2,1,0,1,3,0,3,2,1,3,0,0,0,5,1,6,0,0,0,0,0,0,1,1,2,1,0,1,3,0,3,0,0,0,3,0,3,0,0,0
Assam,4 - Dowry Deaths (Section 304-B IPC),2014,316,2,186,188,189,0,0,0,0,3,0,69,42,111,18,132,372,500,111,1,0,610,0,63,3,15,18,8,37,45,547,55,0,55,211,0,211,284,0,284,32,0,32,92,0,92,284,0,284,142,0,142,107,0,107,444,0,444,693,0,693,0,0,0,0,0,0,125,0,125,432,0,432,136,0,136,24,0,24,112,0,112,0,0,0
Assam,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),2014,1784,172,2927,3099,3100,0,0,0,45,129,1,699,417,1116,1283,2574,2309,2707,1116,0,0,3823,0,776,27,30,57,300,419,719,3047,180,0,180,944,0,944,3775,0,3775,1307,0,1307,54,0,54,2261,0,2261,1277,0,1277,235,0,235,2738,0,2738,4250,0,4250,0,0,0,0,0,0,261,0,261,2829,0,2829,1160,0,1160,67,0,67,1093,0,1093,0,0,0
Assam,5.1 - Sexual Harassment,2014,0,32,426,458,458,0,0,0,5,5,0,85,0,85,160,255,203,2,85,0,0,87,0,30,4,0,4,24,2,26,57,0,0,0,0,0,0,458,0,458,170,0,170,0,0,0,203,0,203,85,0,85,0,0,0,21,0,21,106,0,106,0,0,0,0,0,0,2,0,2,55,0,55,49,0,49,6,0,6,43,0,43,0,0,0
Assam,5.2 - Assault on women with intent to Disrobe,2014,227,1,398,399,399,0,0,0,0,0,0,57,34,91,226,317,309,212,91,0,0,303,0,8,0,2,2,3,3,6,295,0,0,0,13,0,13,616,0,616,229,0,229,0,0,0,309,0,309,91,0,91,0,0,0,304,0,304,395,0,395,0,0,0,0,0,0,0,0,0,295,0,295,100,0,100,2,0,2,98,0,98,0,0,0
Assam,5.3 - Voyeurism,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,5.4 - Stalking,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,5.5 - Others,2014,1557,139,2103,2242,2243,0,0,0,40,124,1,557,383,940,897,2002,1797,2493,940,0,0,3433,0,738,23,28,51,273,414,687,2695,180,0,180,931,0,931,2701,0,2701,908,0,908,54,0,54,1749,0,1749,1101,0,1101,235,0,235,2413,0,2413,3749,0,3749,0,0,0,0,0,0,259,0,259,2479,0,2479,1011,0,1011,59,0,59,952,0,952,0,0,0
Assam,6 - Insult to the Modesty of Women_Total (Section 509 IPC),2014,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
Assam,6.1 - At Office premises,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,6.2 - Other places related to work,2014,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
Assam,6.3 - In Public Transport system,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,6.4 - in Other Places,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,7 - Cruelty by Husband or his Relatives (Section 498A),2014,6786,655,8971,9626,9626,0,0,36,168,813,4,3497,2449,5946,2282,9213,7163,11135,5946,0,12,17069,114,3285,70,89,159,1244,1882,3126,13670,1123,0,1123,3659,0,3659,12946,14,12960,3182,11,3193,1244,0,1244,5919,0,5919,7383,3,7386,1407,0,1407,8602,0,8602,17392,3,17395,0,0,0,0,0,0,2195,0,2195,11476,3,11479,3721,0,3721,168,0,168,3553,0,3553,0,0,0
Assam,8 - Importation of Girls from Foreign Country (Section 366B IPC),2014,4,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,4,1,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,4,0,4,1,0,1,0,0,0,4,0,4,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Assam,9 - Abetment of Suicides of Women u/s 306 IPC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,"10 - Dowry Prohibition Act, 1961",2014,37,2,90,92,92,0,0,0,0,0,0,46,4,50,30,80,49,222,50,0,0,272,0,6,0,2,2,4,0,4,266,12,0,12,18,0,18,92,0,92,23,0,23,7,0,7,42,0,42,50,0,50,65,0,65,158,0,158,273,0,273,0,0,0,0,0,0,23,0,23,244,0,244,6,0,6,2,0,2,4,0,4,0,0,0
Assam,"11 - Indecent Representation of Women (Prohibition) Act, 1986",2014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,12 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,"13 - Protection of Women from Domestic Violence Act, 2005",2014,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,14 - Immoral Traffic (Prevention) Act (Women Cases only),2014,22,0,29,29,29,0,0,0,0,0,0,10,3,13,2,15,36,24,13,0,0,37,0,7,0,0,0,3,4,7,30,14,0,14,5,0,5,36,0,36,2,0,2,4,0,4,32,0,32,17,0,17,7,0,7,16,0,16,40,0,40,0,0,0,0,0,0,4,0,4,26,0,26,10,0,10,0,0,0,10,0,10,0,0,0
